time_sec,heart_rate,spo2,bp_sys,bp_dia,motion,spo2_diff,spo2_motion_artifact,hr_diff,hr_artifact,spo2_missing,risk_score,risk_confidence,vital_risk,risk_level
37,71.0,98,121.0,84,0.2097477546206093,0.0,False,-7.0,False,False,11.20047562303117,1.0,0.0,LOW
38,76.0,98,120.0,81,0.1987935444772513,,False,2.0,False,True,11.20047562303117,1.0,0.0,LOW
39,76.0,98,120.0,80,0.2255300345205156,,False,5.0,False,False,11.20047562303117,1.0,0.0,LOW
40,76.0,98,119.0,78,0.1602172433087096,0.0,False,1.0,False,False,11.20047562303117,1.0,0.0,LOW
41,76.0,97,119.0,78,0.2699708963326941,-1.0,False,-1.0,False,False,8.521043917447573,1.0,0.0,LOW
42,75.0,98,118.0,77,0.1881731308315732,1.0,False,-1.0,False,False,8.521043917447573,1.0,0.0,LOW
43,74.0,98,118.0,78,0.1344225431050659,0.0,False,-1.0,False,False,8.521043917447573,1.0,0.0,LOW
44,74.0,98,118.0,82,0.2094036678495886,0.0,False,-3.0,False,False,8.521043917447573,1.0,0.0,LOW
45,74.0,98,119.0,79,0.1574409758776257,0.0,False,2.0,False,False,10.201374127197582,1.0,0.0,LOW
46,74.0,98,120.0,76,0.2332667267254437,0.0,False,1.0,False,False,10.201374127197582,1.0,0.0,LOW
47,74.0,98,120.0,85,0.3104802788021189,0.0,False,4.0,False,False,10.201374127197582,1.0,0.0,LOW
48,76.0,98,121.0,81,0.1606713954221075,0.0,False,-2.0,False,False,10.201374127197582,1.0,0.0,LOW
49,76.0,98,121.0,76,0.2166186166611992,0.0,False,-6.0,False,False,10.201374127197582,1.0,0.0,LOW
50,74.0,98,121.0,79,0.1122247205647686,0.0,False,6.0,False,False,13.937313292934764,1.0,0.0,LOW
51,74.0,99,120.0,80,0.2226952614720673,1.0,False,-2.0,False,False,13.937313292934764,1.0,0.0,LOW
52,76.0,98,121.0,85,0.1557143100100155,-1.0,False,-1.0,False,False,13.937313292934764,1.0,0.0,LOW
53,77.0,98,121.0,77,0.1687582690782759,0.0,False,4.0,False,False,13.937313292934764,1.0,0.0,LOW
54,77.0,98,120.0,83,0.1449356755080086,0.0,False,1.0,False,False,13.937313292934764,1.0,0.0,LOW
55,77.0,98,118.0,84,0.2366075613027368,0.0,False,0.0,False,False,13.937313292934764,1.0,0.0,LOW
56,76.0,98,119.0,78,0.2503652178736631,0.0,False,-6.0,False,False,13.937313292934764,1.0,0.0,LOW
57,76.0,98,121.0,79,0.2011692607329254,0.0,False,2.0,False,False,13.937313292934764,1.0,0.0,LOW
58,74.0,98,120.0,77,0.156778664733214,0.0,False,2.0,False,False,13.937313292934764,1.0,0.0,LOW
59,74.0,98,120.0,79,0.2794761518051931,0.0,False,2.0,False,False,13.937313292934764,1.0,0.0,LOW
60,74.0,98,121.0,80,0.1624794936122672,0.0,False,-4.0,False,False,13.937313292934764,1.0,0.0,LOW
61,74.0,98,121.0,82,0.091898385003628,0.0,False,0.0,False,False,13.937313292934764,1.0,0.0,LOW
62,74.0,98,121.0,83,0.2229194504978534,0.0,False,-2.0,False,False,13.937313292934764,1.0,0.0,LOW
63,74.0,97,120.0,78,0.1447612663179242,-1.0,False,-1.0,False,False,13.937313292934764,1.0,0.0,LOW
64,75.0,98,121.0,74,0.2494304396749587,1.0,False,6.0,False,False,13.937313292934764,1.0,0.0,LOW
65,77.0,98,121.0,80,0.180943115166329,0.0,False,2.0,False,False,13.937313292934764,1.0,0.0,LOW
66,77.0,98,121.0,81,0.2301856620272098,0.0,False,-4.0,False,False,13.937313292934764,1.0,0.0,LOW
67,76.0,98,120.0,81,0.2700750173276079,0.0,False,3.0,False,False,13.937313292934764,1.0,0.0,LOW
68,76.0,98,122.0,79,0.1395570567689639,0.0,False,-2.0,False,False,13.937313292934764,1.0,0.0,LOW
69,76.0,98,122.0,80,0.1717031434553797,0.0,False,-3.0,False,False,13.937313292934764,1.0,0.0,LOW
70,76.0,98,120.0,85,0.1962164463671468,0.0,False,3.0,False,False,13.937313292934764,1.0,0.0,LOW
71,76.0,98,121.0,81,0.2768775659517172,0.0,False,4.0,False,False,13.937313292934764,1.0,0.0,LOW
72,76.0,98,121.0,79,0.1670808641029777,0.0,False,-5.0,False,False,13.937313292934764,1.0,0.0,LOW
73,77.0,98,120.0,78,0.1702748152025496,0.0,False,5.0,False,False,13.937313292934764,1.0,0.0,LOW
74,75.0,98,120.0,79,0.2239070287777904,0.0,False,-13.0,False,False,13.937313292934764,1.0,0.0,LOW
75,75.0,98,120.0,85,0.1711385637144714,0.0,False,10.0,False,False,13.937313292934764,1.0,0.0,LOW
76,75.0,98,121.0,79,0.2076262941448808,0.0,False,-2.0,False,False,13.937313292934764,1.0,0.0,LOW
77,75.0,98,121.0,80,0.1224231289515936,0.0,False,-1.0,False,False,13.937313292934764,1.0,0.0,LOW
78,74.0,97,120.0,79,0.3107164971278298,-1.0,False,1.0,False,False,13.937313292934764,1.0,0.0,LOW
79,74.0,98,120.0,83,0.1326145384845298,1.0,False,-6.0,False,False,13.937313292934764,1.0,0.0,LOW
80,75.0,98,120.0,86,0.1839123648004896,0.0,False,5.0,False,False,13.937313292934764,1.0,0.0,LOW
81,74.0,98,120.0,81,0.1983759482078952,0.0,False,2.0,False,False,8.579254570941858,1.0,0.0,LOW
82,74.0,98,120.0,80,0.2956344067178398,0.0,False,3.0,False,False,8.579254570941858,1.0,0.0,LOW
83,73.0,98,121.0,80,0.133757710953363,0.0,False,-6.0,False,False,8.579254570941858,1.0,0.0,LOW
84,73.0,98,123.0,73,0.2991852067739375,0.0,False,0.0,False,False,8.579254570941858,1.0,0.0,LOW
85,73.0,98,123.0,82,0.2378588410551011,0.0,False,0.0,False,False,8.579254570941858,1.0,0.0,LOW
86,73.0,98,123.0,80,0.2208547662211623,0.0,False,5.0,False,False,8.115185866160957,1.0,0.0,LOW
87,76.0,98,122.0,81,0.1507683156491022,0.0,False,-2.0,False,False,8.115185866160957,1.0,0.0,LOW
88,76.0,98,123.0,78,0.2285570621019036,0.0,False,-3.0,False,False,8.115185866160957,1.0,0.0,LOW
89,76.0,98,122.0,79,0.16382566887901,0.0,False,4.0,False,False,8.115185866160957,1.0,0.0,LOW
90,75.0,98,123.0,79,0.2633330626599206,0.0,False,-2.0,False,False,10.037669331025684,1.0,0.0,LOW
91,75.0,98,123.0,83,0.1514468985446133,0.0,False,3.0,False,False,10.037669331025684,1.0,0.0,LOW
92,74.0,98,123.0,79,0.1943420752771958,0.0,False,-5.0,False,False,10.037669331025684,1.0,0.0,LOW
93,74.0,98,123.0,86,0.1722363455993414,0.0,False,1.0,False,False,10.037669331025684,1.0,0.0,LOW
94,74.0,98,122.0,81,0.1506238518786502,0.0,False,0.0,False,False,10.037669331025684,1.0,0.0,LOW
95,74.0,98,121.0,76,0.2370659908453957,0.0,False,-3.0,False,False,32.35601414364046,1.0,0.0,LOW
96,75.0,98,121.0,80,0.2267729373704816,0.0,False,5.0,False,False,32.35601414364046,1.0,0.0,LOW
97,75.0,98,120.0,78,0.2604505099450498,0.0,False,0.0,False,False,32.35601414364046,1.0,0.0,LOW
98,75.0,98,121.0,73,0.1110062445895916,0.0,False,-1.0,False,False,32.35601414364046,1.0,0.0,LOW
99,74.0,98,123.0,85,0.2532085351170522,0.0,False,-1.0,False,False,32.35601414364046,1.0,0.0,LOW
100,74.0,98,122.0,82,0.3252724452678447,0.0,False,-3.0,False,False,32.35601414364046,1.0,0.0,LOW
101,74.0,98,120.0,82,0.1774179455411526,0.0,False,3.0,False,False,32.35601414364046,1.0,0.0,LOW
102,74.0,98,120.0,80,0.2947574306054485,0.0,False,0.0,False,False,32.35601414364046,1.0,0.0,LOW
103,74.0,98,120.0,76,0.1868419363970087,0.0,False,-1.0,False,False,32.35601414364046,1.0,0.0,LOW
104,75.0,98,118.0,79,0.1313795131219346,0.0,False,2.0,False,False,32.35601414364046,1.0,0.0,LOW
105,76.0,98,120.0,83,0.1847183778796602,0.0,False,1.0,False,False,32.35601414364046,1.0,0.0,LOW
106,76.0,98,121.0,77,0.2524101983837638,0.0,False,5.0,False,False,32.35601414364046,1.0,0.0,LOW
107,76.0,98,121.0,72,0.1580911758834234,0.0,False,-5.0,False,False,32.35601414364046,1.0,0.0,LOW
108,76.0,98,120.0,79,0.1699830670496756,0.0,False,0.0,False,False,32.35601414364046,1.0,0.0,LOW
109,75.0,98,119.0,80,0.2296769716146595,0.0,False,-1.0,False,False,32.35601414364046,1.0,0.0,LOW
110,75.0,99,118.0,80,0.2001530058369286,1.0,False,-6.0,False,False,32.35601414364046,1.0,0.0,LOW
111,75.0,99,116.0,82,0.229231147624337,0.0,False,6.0,False,False,32.35601414364046,1.0,0.0,LOW
112,75.0,98,117.0,82,0.2118914770379168,-1.0,False,0.0,False,False,32.35601414364046,1.0,0.0,LOW
113,75.0,98,118.0,81,0.2239812659775786,0.0,False,7.0,False,False,32.35601414364046,1.0,0.0,LOW
114,75.0,97,122.0,84,0.1783849407095229,-1.0,False,-8.0,False,False,32.35601414364046,1.0,0.0,LOW
115,75.0,98,123.0,75,0.2115865471015196,1.0,False,2.0,False,False,32.35601414364046,1.0,0.0,LOW
116,75.0,98,125.0,82,0.1536313497152033,0.0,False,-1.0,False,False,32.35601414364046,1.0,0.0,LOW
117,76.0,98,124.0,82,0.2644216811251694,0.0,False,-4.0,False,False,32.35601414364046,1.0,0.0,LOW
118,77.0,98,125.0,76,0.1682862641591343,0.0,False,7.0,False,False,32.35601414364046,1.0,0.0,LOW
119,77.0,98,124.0,75,0.2564423743774695,0.0,False,-1.0,False,False,32.35601414364046,1.0,0.0,LOW
120,77.0,95,121.0,78,1.3443618413279383,-6.0,True,0.0,False,False,11.648165091710563,0.6,0.0,LOW
121,77.0,92,119.0,78,1.3661421399149476,0.0,False,-5.0,False,False,11.648165091710563,0.6,0.0,LOW
122,77.0,92,119.0,82,1.3312939618325466,0.0,False,7.0,False,False,11.648165091710563,0.6,0.0,LOW
123,77.0,92,119.0,78,1.30524241781868,0.0,False,-8.0,False,False,11.648165091710563,0.6,0.0,LOW
124,77.0,93,118.0,77,1.2688041699968164,1.0,False,6.0,False,False,11.648165091710563,0.6,0.0,LOW
125,73.0,98,120.0,78,0.147233792070377,5.0,False,5.0,False,False,32.35601414364046,1.0,0.0,LOW
126,75.0,97,120.0,83,0.1838045573392039,-1.0,False,-10.0,False,False,29.31598635627376,1.0,0.0,LOW
127,73.0,98,119.0,80,0.2105939589414442,1.0,False,1.0,False,False,29.31598635627376,1.0,0.0,LOW
128,73.0,98,119.0,79,0.2505189656641632,0.0,False,2.0,False,False,29.31598635627376,1.0,0.0,LOW
129,73.0,99,118.0,80,0.1777121270101575,1.0,False,-2.0,False,False,29.31598635627376,1.0,0.0,LOW
130,73.0,98,116.0,84,0.1559019617866413,-1.0,False,-3.0,False,False,29.31598635627376,1.0,0.0,LOW
131,73.0,98,117.0,78,0.1278642606998644,0.0,False,5.0,False,False,29.31598635627376,1.0,0.0,LOW
132,72.0,98,119.0,84,0.2240031808952052,0.0,False,-3.0,False,False,29.31598635627376,1.0,0.0,LOW
133,75.0,98,119.0,81,0.2691597257664672,0.0,False,4.0,False,False,29.31598635627376,1.0,0.0,LOW
134,73.0,99,119.0,80,0.2633165133978145,1.0,False,-4.0,False,False,29.31598635627376,1.0,0.0,LOW
135,74.0,98,120.0,88,0.2354966374073618,-1.0,False,8.0,False,False,29.31598635627376,1.0,0.0,LOW
136,74.0,98,120.0,77,0.2319271658633799,0.0,False,-7.0,False,False,27.640699754573784,1.0,0.0,LOW
137,74.0,98,118.0,79,0.284881188985467,0.0,False,1.0,False,False,27.640699754573784,1.0,0.0,LOW
138,74.0,98,118.0,76,0.2166040730708405,0.0,False,3.0,False,False,27.640699754573784,1.0,0.0,LOW
139,76.0,98,118.0,83,0.2323064838012086,0.0,False,-6.0,False,False,27.640699754573784,1.0,0.0,LOW
140,76.0,98,119.0,85,0.1839608069074,0.0,False,5.0,False,False,27.640699754573784,1.0,0.0,LOW
141,76.0,98,119.0,85,0.1318978314572621,,False,3.0,False,True,27.640699754573784,1.0,0.0,LOW
142,76.0,98,119.0,84,0.1658075549750212,,False,-9.0,False,False,27.640699754573784,1.0,0.0,LOW
143,76.0,98,120.0,79,0.1995420480732672,0.0,False,6.0,False,False,27.640699754573784,1.0,0.0,LOW
144,76.0,98,118.0,79,0.2030392686250651,0.0,False,0.0,False,False,27.640699754573784,1.0,0.0,LOW
145,76.0,98,118.0,75,0.2963142927427696,0.0,False,1.0,False,False,27.640699754573784,1.0,0.0,LOW
146,76.0,98,119.0,86,0.2040638583795534,0.0,False,-6.0,False,False,24.80195912485807,1.0,0.0,LOW
147,76.0,98,118.0,81,0.2589421722012822,0.0,False,0.0,False,False,24.80195912485807,1.0,0.0,LOW
148,76.0,98,118.0,79,0.1782461379211842,0.0,False,6.0,False,False,24.80195912485807,1.0,0.0,LOW
149,76.0,98,120.0,84,0.1844162057117383,0.0,False,-1.0,False,False,24.80195912485807,1.0,0.0,LOW
150,76.0,98,121.0,77,0.1335496181388276,,False,0.0,False,True,24.80195912485807,1.0,0.0,LOW
151,76.0,98,119.0,81,0.1628835993561714,,False,0.0,False,True,10.106815682956347,1.0,0.0,LOW
152,76.0,98,120.0,79,0.2263490695681876,,False,-3.0,False,False,10.106815682956347,1.0,0.0,LOW
153,76.0,98,119.0,82,0.2003780090197066,0.0,False,3.0,False,False,10.106815682956347,1.0,0.0,LOW
154,76.0,98,118.0,80,0.2471469309948617,0.0,False,0.0,False,False,10.106815682956347,1.0,0.0,LOW
155,76.0,98,119.0,76,0.2090626974172525,0.0,False,-3.0,False,False,10.106815682956347,1.0,0.0,LOW
156,76.0,98,120.0,80,0.1823773134181129,,False,8.0,False,True,5.85340928830723,1.0,0.0,LOW
157,76.0,99,120.0,83,0.307414843189348,,False,-5.0,False,False,5.85340928830723,1.0,0.0,LOW
158,76.0,98,122.0,80,0.1953048215643476,-1.0,False,-5.0,False,False,5.85340928830723,1.0,0.0,LOW
159,76.0,98,122.0,82,0.2581500484852652,0.0,False,6.0,False,False,5.85340928830723,1.0,0.0,LOW
160,77.0,98,120.0,77,0.1799395396727661,0.0,False,-5.0,False,False,5.85340928830723,1.0,0.0,LOW
161,77.0,98,120.0,80,0.2354799739691783,0.0,False,5.0,False,False,5.522656722004955,1.0,0.0,LOW
162,77.0,98,120.0,78,0.2464007829575843,0.0,False,1.0,False,False,5.522656722004955,1.0,0.0,LOW
163,77.0,98,120.0,82,0.210424598528779,0.0,False,-5.0,False,False,5.522656722004955,1.0,0.0,LOW
164,77.0,98,119.0,80,0.0822758538651698,0.0,False,5.0,False,False,5.522656722004955,1.0,0.0,LOW
165,77.0,98,121.0,82,0.2009126230428056,0.0,False,-2.0,False,False,5.522656722004955,1.0,0.0,LOW
166,77.0,98,121.0,83,0.2615230023879988,0.0,False,1.0,False,False,5.522656722004955,1.0,0.0,LOW
167,76.0,98,120.0,82,0.2263740416513865,0.0,False,4.0,False,False,5.522656722004955,1.0,0.0,LOW
168,74.0,98,121.0,81,0.2222919437614623,0.0,False,-7.0,False,False,5.522656722004955,1.0,0.0,LOW
169,73.0,98,122.0,77,0.113887153302124,0.0,False,-1.0,False,False,5.522656722004955,1.0,0.0,LOW
170,73.0,98,120.0,80,0.163977246466247,0.0,False,-1.0,False,False,5.522656722004955,1.0,0.0,LOW
171,73.0,97,119.0,78,0.2205678815575719,-1.0,False,1.0,False,False,5.522656722004955,1.0,0.0,LOW
172,75.0,98,118.0,79,0.2205191638393446,1.0,False,2.0,False,False,5.522656722004955,1.0,0.0,LOW
173,76.0,98,117.0,79,0.2607333390066451,0.0,False,1.0,False,False,5.522656722004955,1.0,0.0,LOW
174,76.0,98,116.0,77,0.1927566622426953,0.0,False,0.0,False,False,5.522656722004955,1.0,0.0,LOW
175,76.0,98,116.0,74,0.2202912043336907,0.0,False,1.0,False,False,5.522656722004955,1.0,0.0,LOW
176,76.0,98,115.0,78,0.2008187120965646,0.0,False,-2.0,False,False,5.522656722004955,1.0,0.0,LOW
177,77.0,98,116.0,81,0.1506528631749221,0.0,False,4.0,False,False,5.522656722004955,1.0,0.0,LOW
178,77.0,98,116.0,76,0.0872104334452626,0.0,False,-5.0,False,False,5.522656722004955,1.0,0.0,LOW
179,77.0,98,117.0,80,0.2215504846065038,0.0,False,9.0,False,False,5.522656722004955,1.0,0.0,LOW
180,74.0,98,117.0,86,0.2086973604206405,0.0,False,-6.0,False,False,5.522656722004955,1.0,0.0,LOW
181,76.0,98,118.0,83,0.1690912478949915,0.0,False,-5.0,False,False,5.522656722004955,1.0,0.0,LOW
182,74.0,98,118.0,85,0.1190413471742067,0.0,False,0.0,False,False,5.522656722004955,1.0,0.0,LOW
183,74.0,98,118.0,81,0.2314869757204369,0.0,False,4.0,False,False,5.522656722004955,1.0,0.0,LOW
184,76.0,98,118.0,84,0.1867039962902224,0.0,False,-2.0,False,False,5.522656722004955,1.0,0.0,LOW
185,76.0,98,118.0,78,0.2278437361184073,0.0,False,3.0,False,False,5.522656722004955,1.0,0.0,LOW
186,75.0,98,120.0,78,0.2932024265205879,0.0,False,-1.0,False,False,5.508356045635489,1.0,0.0,LOW
187,75.0,98,120.0,72,0.0929284559840147,0.0,False,-1.0,False,False,5.508356045635489,1.0,0.0,LOW
188,74.0,98,121.0,84,0.1650199595648818,0.0,False,-3.0,False,False,5.508356045635489,1.0,0.0,LOW
189,74.0,98,120.0,85,0.1895312193344043,0.0,False,-2.0,False,False,5.508356045635489,1.0,0.0,LOW
190,74.0,98,121.0,78,0.2727413087073325,0.0,False,4.0,False,False,5.508356045635489,1.0,0.0,LOW
191,74.0,98,121.0,79,0.1181798490396757,0.0,False,4.0,False,False,5.508356045635489,1.0,0.0,LOW
192,76.0,98,120.0,78,0.2967930512840302,0.0,False,-2.0,False,False,5.508356045635489,1.0,0.0,LOW
193,76.0,98,119.0,81,0.2067927950783145,0.0,False,-5.0,False,False,5.508356045635489,1.0,0.0,LOW
194,76.0,98,120.0,83,0.1951999669133071,0.0,False,5.0,False,False,5.508356045635489,1.0,0.0,LOW
195,75.0,98,120.0,75,0.1900970118390547,0.0,False,0.0,False,False,5.508356045635489,1.0,0.0,LOW
196,75.0,98,119.0,81,0.1781868483909985,0.0,False,-4.0,False,False,5.508356045635489,1.0,0.0,LOW
197,75.0,98,118.0,79,0.2524058379634577,0.0,False,3.0,False,False,5.508356045635489,1.0,0.0,LOW
198,75.0,98,117.0,80,0.146573962295878,0.0,False,0.0,False,False,5.508356045635489,1.0,0.0,LOW
199,75.0,98,116.0,81,0.2172707090821927,0.0,False,-3.0,False,False,5.508356045635489,1.0,0.0,LOW
200,76.0,98,115.0,79,0.1807909167146512,0.0,False,4.0,False,False,15.9428942902952,1.0,0.0,LOW
201,77.0,98,116.0,80,0.1618933275742951,0.0,False,1.0,False,False,15.9428942902952,1.0,0.0,LOW
202,77.0,98,116.0,79,0.3292987587841948,0.0,False,1.0,False,False,15.9428942902952,1.0,0.0,LOW
203,77.0,98,118.0,83,0.220952536737673,0.0,False,0.0,False,False,15.9428942902952,1.0,0.0,LOW
204,77.0,97,119.0,81,0.2306632772330572,-1.0,False,-7.0,False,False,15.9428942902952,1.0,0.0,LOW
205,77.0,98,118.0,81,0.2568888390334331,1.0,False,1.0,False,False,15.9428942902952,1.0,0.0,LOW
206,77.0,98,119.0,76,0.1289325027340726,0.0,False,5.0,False,False,15.9428942902952,1.0,0.0,LOW
207,77.0,98,120.0,79,0.2876145954561016,0.0,False,0.0,False,False,15.9428942902952,1.0,0.0,LOW
208,77.0,98,119.0,83,0.0745521410752462,0.0,False,0.0,False,False,15.9428942902952,1.0,0.0,LOW
209,77.0,98,119.0,80,0.1615616794980739,0.0,False,10.0,False,False,15.9428942902952,1.0,0.0,LOW
210,78.0,98,120.0,82,0.177048416341055,0.0,False,-10.0,False,False,15.9428942902952,1.0,0.0,LOW
211,78.0,98,120.0,85,0.2290861682485253,0.0,False,1.0,False,False,15.9428942902952,1.0,0.0,LOW
212,77.0,98,118.0,83,0.2109359133070744,0.0,False,0.0,False,False,15.9428942902952,1.0,0.0,LOW
213,77.0,98,117.0,80,0.1916592629650803,0.0,False,-1.0,False,False,15.9428942902952,1.0,0.0,LOW
214,77.0,98,117.0,78,0.1994001327686138,0.0,False,-3.0,False,False,15.9428942902952,1.0,0.0,LOW
215,74.0,98,117.0,72,0.1510988488238716,0.0,False,3.0,False,False,24.979166117262412,1.0,0.0,LOW
216,74.0,98,117.0,79,0.1251383802757913,0.0,False,-4.0,False,False,24.979166117262412,1.0,0.0,LOW
217,74.0,97,117.0,79,0.236325581116803,-1.0,False,1.0,False,False,24.979166117262412,1.0,0.0,LOW
218,74.0,98,118.0,81,0.2346853056268092,1.0,False,0.0,False,False,24.979166117262412,1.0,0.0,LOW
219,74.0,98,118.0,80,0.2792247187578529,0.0,False,1.0,False,False,24.979166117262412,1.0,0.0,LOW
220,75.0,98,118.0,79,0.1604991451592396,0.0,False,7.0,False,False,24.979166117262412,1.0,0.0,LOW
221,75.0,98,119.0,75,0.2346407605150461,0.0,False,-13.0,False,False,24.979166117262412,1.0,0.0,LOW
222,74.0,98,119.0,77,0.1858146635817634,0.0,False,8.0,False,False,24.979166117262412,1.0,0.0,LOW
223,74.0,98,121.0,81,0.2595237492596741,0.0,False,-7.0,False,False,24.979166117262412,1.0,0.0,LOW
224,75.0,97,120.0,85,0.2510981388339071,-1.0,False,4.0,False,False,24.979166117262412,1.0,0.0,LOW
225,74.0,98,120.0,80,0.2105604699612228,1.0,False,4.0,False,False,24.979166117262412,1.0,0.0,LOW
226,74.0,99,121.0,81,0.1830234921667007,1.0,False,-3.0,False,False,24.979166117262412,1.0,0.0,LOW
227,75.0,98,122.0,83,0.248046608930413,-1.0,False,-3.0,False,False,24.979166117262412,1.0,0.0,LOW
228,73.0,98,121.0,78,0.2323452261628283,0.0,False,1.0,False,False,24.979166117262412,1.0,0.0,LOW
229,73.0,98,121.0,81,0.1657779798956908,0.0,False,4.0,False,False,24.979166117262412,1.0,0.0,LOW
230,75.0,98,122.0,78,0.1336100663260284,0.0,False,-4.0,False,False,24.979166117262412,1.0,0.0,LOW
231,75.0,98,119.0,83,0.1855733549659102,0.0,False,3.0,False,False,24.979166117262412,1.0,0.0,LOW
232,75.0,98,118.0,80,0.2757706907674104,0.0,False,-1.0,False,False,24.979166117262412,1.0,0.0,LOW
233,76.0,98,118.0,81,0.2573243579366519,0.0,False,-2.0,False,False,24.979166117262412,1.0,0.0,LOW
234,75.0,98,119.0,78,0.1443836265164709,0.0,False,8.0,False,False,24.979166117262412,1.0,0.0,LOW
235,76.0,99,119.0,82,0.1416121292050039,1.0,False,-4.0,False,False,24.979166117262412,1.0,0.0,LOW
236,76.0,98,119.0,86,0.2637341924839743,-1.0,False,-8.0,False,False,24.979166117262412,1.0,0.0,LOW
237,76.0,98,120.0,77,0.1432182047621085,0.0,False,7.0,False,False,24.979166117262412,1.0,0.0,LOW
238,73.0,98,120.0,79,0.2254647661821004,0.0,False,-3.0,False,False,24.979166117262412,1.0,0.0,LOW
239,75.0,97,118.0,81,0.1691964392331838,-1.0,False,5.0,False,False,24.979166117262412,1.0,0.0,LOW
240,75.0,94,119.0,82,1.3019512252647654,-5.0,True,-5.0,False,False,10.033306466107284,0.6,0.0,LOW
